sku,name,description,price,currency,category,subcategory,brand,color,size,material,style_tags,season,gender,occasion,image_url,stock_status,rating,popularity_score
SKU-00339,Gap Gray Cardigan,All-Season Cardigan for women. Wool material with streetwear style. Perfect for travel occasions.,77.93,USD,Tops,Cardigan,Gap,Gray,XXL,Wool,streetwear,All-Season,Women,Travel,https://placeholder.com/products/tops-339.jpg,Out of Stock,4.4,22
SKU-00340,Mango Yellow Pants,All-Season Pants for unisex. Denim material with distressed style. Perfect for party occasions.,112.44,USD,Bottoms,Pants,Mango,Yellow,S,Denim,distressed,All-Season,Unisex,Party,https://placeholder.com/products/bottoms-340.jpg,In Stock,4,34
SKU-00341,Nike Blue Shirt,Fall Shirt for women. Silk material with vintage style. Perfect for formal occasions.,66.9,USD,Tops,Shirt,Nike,Blue,XS,Silk,vintage,Fall,Women,Formal,https://placeholder.com/products/tops-341.jpg,Low Stock,4.7,31
SKU-00342,Nike Cream Pants,Fall Pants for unisex. Linen material with distressed style. Perfect for wedding occasions.,117.97,USD,Bottoms,Pants,Nike,Cream,XXL,Linen,distressed,Fall,Unisex,Wedding,https://placeholder.com/products/bottoms-342.jpg,In Stock,3.3,40
SKU-00343,Levi's Black Cocktail Dress,Spring Cocktail Dress for women. Synthetic material with elegant style. Perfect for office occasions.,128.73,USD,Dresses,Cocktail Dress,Levi's,Black,L,Synthetic,elegant,Spring,Women,Office,https://placeholder.com/products/dresses-343.jpg,Out of Stock,4.8,10
SKU-00344,Uniqlo Burgundy Mini Dress,Spring Mini Dress for women. Silk material with elegant style. Perfect for office occasions.,123.62,USD,Dresses,Mini Dress,Uniqlo,Burgundy,L,Silk,elegant,Spring,Women,Office,https://placeholder.com/products/dresses-344.jpg,In Stock,4.4,47
SKU-00345,Gap Yellow Flats,All-Season Flats for men. Cotton material with comfortable style. Perfect for wedding occasions.,103.43,USD,Footwear,Flats,Gap,Yellow,L,Cotton,comfortable,All-Season,Men,Wedding,https://placeholder.com/products/footwear-345.jpg,Out of Stock,3.1,87
SKU-00346,Pull&Bear Olive Flats,Summer Flats for men. Linen material with athletic style. Perfect for wedding occasions.,137.99,USD,Footwear,Flats,Pull&Bear,Olive,XXL,Linen,athletic,Summer,Men,Wedding,https://placeholder.com/products/footwear-346.jpg,Out of Stock,4.5,99
SKU-00347,Adidas Yellow Blazer,Fall Blazer for unisex. Polyester material with trendy style. Perfect for formal occasions.,209.9,USD,Outerwear,Blazer,Adidas,Yellow,XXL,Polyester,trendy,Fall,Unisex,Formal,https://placeholder.com/products/outerwear-347.jpg,Out of Stock,3.2,56
SKU-00348,H&M White Heels,Fall Heels for men. Synthetic material with comfortable style. Perfect for casual occasions.,121.66,USD,Footwear,Heels,H&M,White,M,Synthetic,comfortable,Fall,Men,Casual,https://placeholder.com/products/footwear-348.jpg,Out of Stock,4,86
SKU-00349,Adidas White Midi Dress,Fall Midi Dress for men. Leather material with bohemian style. Perfect for casual occasions.,188.62,USD,Dresses,Midi Dress,Adidas,White,XS,Leather,bohemian,Fall,Men,Casual,https://placeholder.com/products/dresses-349.jpg,Low Stock,4.4,97
SKU-00350,Adidas Gray Hat,Fall Hat for women. Polyester material with statement style. Perfect for formal occasions.,81.58,USD,Accessories,Hat,Adidas,Gray,S,Polyester,statement,Fall,Women,Formal,https://placeholder.com/products/accessories-350.jpg,Out of Stock,3.1,93
SKU-00351,Uniqlo Black Skirt,All-Season Skirt for unisex. Blend material with slim-fit style. Perfect for travel occasions.,51.29,USD,Bottoms,Skirt,Uniqlo,Black,XXL,Blend,slim-fit,All-Season,Unisex,Travel,https://placeholder.com/products/bottoms-351.jpg,Out of Stock,3.3,22
SKU-00352,H&M Navy Shirt,Fall Shirt for unisex. Wool material with casual style. Perfect for wedding occasions.,54.17,USD,Tops,Shirt,H&M,Navy,XS,Wool,casual,Fall,Unisex,Wedding,https://placeholder.com/products/tops-352.jpg,Low Stock,3.1,84
SKU-00353,Zara Olive Sneakers,Spring Sneakers for unisex. Silk material with athletic style. Perfect for party occasions.,106.27,USD,Footwear,Sneakers,Zara,Olive,XS,Silk,athletic,Spring,Unisex,Party,https://placeholder.com/products/footwear-353.jpg,Low Stock,4.3,78
SKU-00354,Mango Green Loafers,Winter Loafers for men. Linen material with elegant style. Perfect for sports occasions.,105.7,USD,Footwear,Loafers,Mango,Green,L,Linen,elegant,Winter,Men,Sports,https://placeholder.com/products/footwear-354.jpg,Out of Stock,3.8,42
SKU-00355,H&M Olive Belt,All-Season Belt for women. Wool material with statement style. Perfect for casual occasions.,55.49,USD,Accessories,Belt,H&M,Olive,XL,Wool,statement,All-Season,Women,Casual,https://placeholder.com/products/accessories-355.jpg,In Stock,4,99
SKU-00356,Levi's Cream Windbreaker,All-Season Windbreaker for women. Blend material with oversized style. Perfect for office occasions.,169.5,USD,Outerwear,Windbreaker,Levi's,Cream,L,Blend,oversized,All-Season,Women,Office,https://placeholder.com/products/outerwear-356.jpg,In Stock,4.3,51
SKU-00357,Adidas Yellow Skirt,Fall Skirt for men. Blend material with relaxed style. Perfect for sports occasions.,70.97,USD,Bottoms,Skirt,Adidas,Yellow,L,Blend,relaxed,Fall,Men,Sports,https://placeholder.com/products/bottoms-357.jpg,Low Stock,3.8,58
SKU-00358,Pull&Bear Pink Shirt,Summer Shirt for men. Polyester material with streetwear style. Perfect for office occasions.,41.88,USD,Tops,Shirt,Pull&Bear,Pink,M,Polyester,streetwear,Summer,Men,Office,https://placeholder.com/products/tops-358.jpg,In Stock,3.2,6
SKU-00359,Levi's Blue Chinos,Spring Chinos for unisex. Cotton material with distressed style. Perfect for office occasions.,77.82,USD,Bottoms,Chinos,Levi's,Blue,XS,Cotton,distressed,Spring,Unisex,Office,https://placeholder.com/products/bottoms-359.jpg,Out of Stock,3.6,93
SKU-00360,Adidas Pink Blazer,All-Season Blazer for women. Denim material with trendy style. Perfect for travel occasions.,264.86,USD,Outerwear,Blazer,Adidas,Pink,XL,Denim,trendy,All-Season,Women,Travel,https://placeholder.com/products/outerwear-360.jpg,Low Stock,4,11
SKU-00361,Levi's Pink Boots,Spring Boots for men. Silk material with athletic style. Perfect for wedding occasions.,56.06,USD,Footwear,Boots,Levi's,Pink,M,Silk,athletic,Spring,Men,Wedding,https://placeholder.com/products/footwear-361.jpg,Low Stock,3.8,56
SKU-00362,Pull&Bear Olive Boots,Spring Boots for women. Linen material with athletic style. Perfect for party occasions.,102.86,USD,Footwear,Boots,Pull&Bear,Olive,XS,Linen,athletic,Spring,Women,Party,https://placeholder.com/products/footwear-362.jpg,In Stock,3.5,11
SKU-00363,Gap Navy Trousers,Summer Trousers for women. Cotton material with high-waist style. Perfect for sports occasions.,113.19,USD,Bottoms,Trousers,Gap,Navy,M,Cotton,high-waist,Summer,Women,Sports,https://placeholder.com/products/bottoms-363.jpg,Out of Stock,4.9,6
SKU-00364,Nike Yellow Windbreaker,Spring Windbreaker for unisex. Polyester material with urban style. Perfect for formal occasions.,79.8,USD,Outerwear,Windbreaker,Nike,Yellow,XL,Polyester,urban,Spring,Unisex,Formal,https://placeholder.com/products/outerwear-364.jpg,In Stock,3.5,93
SKU-00365,Gap Gray Bag,Spring Bag for unisex. Silk material with statement style. Perfect for travel occasions.,50.94,USD,Accessories,Bag,Gap,Gray,M,Silk,statement,Spring,Unisex,Travel,https://placeholder.com/products/accessories-365.jpg,Low Stock,3,90
SKU-00366,Nike Blue Evening Gown,Fall Evening Gown for unisex. Blend material with bohemian style. Perfect for formal occasions.,76.52,USD,Dresses,Evening Gown,Nike,Blue,XL,Blend,bohemian,Fall,Unisex,Formal,https://placeholder.com/products/dresses-366.jpg,Out of Stock,3.3,43
SKU-00367,Gap Gray Midi Dress,Summer Midi Dress for men. Polyester material with sophisticated style. Perfect for party occasions.,168.84,USD,Dresses,Midi Dress,Gap,Gray,XL,Polyester,sophisticated,Summer,Men,Party,https://placeholder.com/products/dresses-367.jpg,In Stock,3.1,59
SKU-00368,Levi's Black Sneakers,Winter Sneakers for men. Synthetic material with athletic style. Perfect for travel occasions.,87.31,USD,Footwear,Sneakers,Levi's,Black,S,Synthetic,athletic,Winter,Men,Travel,https://placeholder.com/products/footwear-368.jpg,Out of Stock,3.7,1
SKU-00369,Adidas Yellow Maxi Dress,Fall Maxi Dress for men. Polyester material with romantic style. Perfect for wedding occasions.,161.48,USD,Dresses,Maxi Dress,Adidas,Yellow,XL,Polyester,romantic,Fall,Men,Wedding,https://placeholder.com/products/dresses-369.jpg,Low Stock,4.4,6
SKU-00370,Pull&Bear Blue Mini Dress,Summer Mini Dress for men. Cotton material with elegant style. Perfect for party occasions.,72.08,USD,Dresses,Mini Dress,Pull&Bear,Blue,M,Cotton,elegant,Summer,Men,Party,https://placeholder.com/products/dresses-370.jpg,Low Stock,4.2,91
SKU-00371,Uniqlo Black Watch,Summer Watch for men. Denim material with classic style. Perfect for sports occasions.,42.23,USD,Accessories,Watch,Uniqlo,Black,XXL,Denim,classic,Summer,Men,Sports,https://placeholder.com/products/accessories-371.jpg,Out of Stock,4.4,31
SKU-00372,Mango Gray Flats,Fall Flats for women. Polyester material with comfortable style. Perfect for wedding occasions.,140.95,USD,Footwear,Flats,Mango,Gray,M,Polyester,comfortable,Fall,Women,Wedding,https://placeholder.com/products/footwear-372.jpg,Out of Stock,4.9,43
SKU-00373,Forever 21 Beige Sandals,Winter Sandals for unisex. Blend material with casual style. Perfect for travel occasions.,106.8,USD,Footwear,Sandals,Forever 21,Beige,S,Blend,casual,Winter,Unisex,Travel,https://placeholder.com/products/footwear-373.jpg,Low Stock,4.6,97
SKU-00374,Uniqlo White Chinos,Fall Chinos for men. Polyester material with distressed style. Perfect for sports occasions.,116.65,USD,Bottoms,Chinos,Uniqlo,White,M,Polyester,distressed,Fall,Men,Sports,https://placeholder.com/products/bottoms-374.jpg,Low Stock,4.8,24
SKU-00375,Mango Black Windbreaker,Fall Windbreaker for women. Synthetic material with urban style. Perfect for formal occasions.,211.85,USD,Outerwear,Windbreaker,Mango,Black,XL,Synthetic,urban,Fall,Women,Formal,https://placeholder.com/products/outerwear-375.jpg,Low Stock,4.7,68
SKU-00376,Zara Gray Mini Dress,Fall Mini Dress for women. Polyester material with elegant style. Perfect for travel occasions.,57.63,USD,Dresses,Mini Dress,Zara,Gray,L,Polyester,elegant,Fall,Women,Travel,https://placeholder.com/products/dresses-376.jpg,Out of Stock,3.9,100
SKU-00377,Pull&Bear Yellow Scarf,All-Season Scarf for men. Silk material with trendy style. Perfect for party occasions.,20.41,USD,Accessories,Scarf,Pull&Bear,Yellow,XS,Silk,trendy,All-Season,Men,Party,https://placeholder.com/products/accessories-377.jpg,Low Stock,3.3,63
SKU-00378,Pull&Bear Yellow Windbreaker,Spring Windbreaker for women. Cotton material with oversized style. Perfect for casual occasions.,139.99,USD,Outerwear,Windbreaker,Pull&Bear,Yellow,S,Cotton,oversized,Spring,Women,Casual,https://placeholder.com/products/outerwear-378.jpg,In Stock,4.6,46
SKU-00379,Pull&Bear Navy Chinos,Spring Chinos for unisex. Synthetic material with distressed style. Perfect for formal occasions.,78.27,USD,Bottoms,Chinos,Pull&Bear,Navy,XL,Synthetic,distressed,Spring,Unisex,Formal,https://placeholder.com/products/bottoms-379.jpg,In Stock,4.9,53
SKU-00380,Forever 21 Beige Windbreaker,Summer Windbreaker for men. Wool material with urban style. Perfect for sports occasions.,237.32,USD,Outerwear,Windbreaker,Forever 21,Beige,XS,Wool,urban,Summer,Men,Sports,https://placeholder.com/products/outerwear-380.jpg,Low Stock,4.2,24
SKU-00381,Pull&Bear Olive Bag,Fall Bag for unisex. Leather material with classic style. Perfect for formal occasions.,50.29,USD,Accessories,Bag,Pull&Bear,Olive,M,Leather,classic,Fall,Unisex,Formal,https://placeholder.com/products/accessories-381.jpg,Low Stock,4.1,66
SKU-00382,Pull&Bear Pink Heels,All-Season Heels for unisex. Cotton material with casual style. Perfect for wedding occasions.,89.59,USD,Footwear,Heels,Pull&Bear,Pink,S,Cotton,casual,All-Season,Unisex,Wedding,https://placeholder.com/products/footwear-382.jpg,Out of Stock,4.5,59
SKU-00383,Zara Cream Flats,All-Season Flats for unisex. Leather material with athletic style. Perfect for sports occasions.,108.16,USD,Footwear,Flats,Zara,Cream,S,Leather,athletic,All-Season,Unisex,Sports,https://placeholder.com/products/footwear-383.jpg,Out of Stock,4.8,25
SKU-00384,Gap Red Midi Dress,Spring Midi Dress for unisex. Leather material with romantic style. Perfect for office occasions.,78.68,USD,Dresses,Midi Dress,Gap,Red,M,Leather,romantic,Spring,Unisex,Office,https://placeholder.com/products/dresses-384.jpg,Out of Stock,4.3,21
SKU-00385,Gap Gray Jacket,Spring Jacket for men. Blend material with trendy style. Perfect for wedding occasions.,227.56,USD,Outerwear,Jacket,Gap,Gray,XS,Blend,trendy,Spring,Men,Wedding,https://placeholder.com/products/outerwear-385.jpg,Low Stock,4.8,18
SKU-00386,H&M Gray Jeans,Spring Jeans for unisex. Cotton material with relaxed style. Perfect for party occasions.,39.17,USD,Bottoms,Jeans,H&M,Gray,S,Cotton,relaxed,Spring,Unisex,Party,https://placeholder.com/products/bottoms-386.jpg,Out of Stock,3.4,78
SKU-00387,Levi's Beige Windbreaker,All-Season Windbreaker for women. Wool material with sporty style. Perfect for casual occasions.,250.9,USD,Outerwear,Windbreaker,Levi's,Beige,L,Wool,sporty,All-Season,Women,Casual,https://placeholder.com/products/outerwear-387.jpg,Out of Stock,4.6,49
SKU-00388,Uniqlo Pink Sneakers,Summer Sneakers for unisex. Blend material with casual style. Perfect for party occasions.,70.64,USD,Footwear,Sneakers,Uniqlo,Pink,L,Blend,casual,Summer,Unisex,Party,https://placeholder.com/products/footwear-388.jpg,Out of Stock,3,82
SKU-00389,Mango Blue Jeans,Spring Jeans for men. Denim material with relaxed style. Perfect for travel occasions.,107.93,USD,Bottoms,Jeans,Mango,Blue,L,Denim,relaxed,Spring,Men,Travel,https://placeholder.com/products/bottoms-389.jpg,Out of Stock,4.9,35
SKU-00390,Levi's White Midi Dress,All-Season Midi Dress for men. Wool material with chic style. Perfect for travel occasions.,56.37,USD,Dresses,Midi Dress,Levi's,White,L,Wool,chic,All-Season,Men,Travel,https://placeholder.com/products/dresses-390.jpg,Out of Stock,4.7,7
SKU-00391,Pull&Bear Olive Polo,All-Season Polo for women. Silk material with streetwear style. Perfect for formal occasions.,59.58,USD,Tops,Polo,Pull&Bear,Olive,S,Silk,streetwear,All-Season,Women,Formal,https://placeholder.com/products/tops-391.jpg,Out of Stock,4.2,16
SKU-00392,Nike White Hat,All-Season Hat for men. Linen material with trendy style. Perfect for wedding occasions.,39.51,USD,Accessories,Hat,Nike,White,M,Linen,trendy,All-Season,Men,Wedding,https://placeholder.com/products/accessories-392.jpg,Out of Stock,3.4,35
SKU-00393,Zara White Pants,Summer Pants for men. Linen material with high-waist style. Perfect for travel occasions.,119.12,USD,Bottoms,Pants,Zara,White,M,Linen,high-waist,Summer,Men,Travel,https://placeholder.com/products/bottoms-393.jpg,In Stock,4.1,89
SKU-00394,Mango Cream Belt,Spring Belt for unisex. Blend material with classic style. Perfect for party occasions.,23.95,USD,Accessories,Belt,Mango,Cream,XL,Blend,classic,Spring,Unisex,Party,https://placeholder.com/products/accessories-394.jpg,Low Stock,3.4,69
SKU-00395,Levi's Beige Mini Dress,Winter Mini Dress for women. Leather material with sophisticated style. Perfect for wedding occasions.,171.23,USD,Dresses,Mini Dress,Levi's,Beige,XS,Leather,sophisticated,Winter,Women,Wedding,https://placeholder.com/products/dresses-395.jpg,Low Stock,4.1,87
SKU-00396,Forever 21 Black Flats,Fall Flats for men. Linen material with elegant style. Perfect for party occasions.,71.21,USD,Footwear,Flats,Forever 21,Black,L,Linen,elegant,Fall,Men,Party,https://placeholder.com/products/footwear-396.jpg,Out of Stock,4.1,15
SKU-00397,Mango Beige Jacket,Summer Jacket for unisex. Cotton material with trendy style. Perfect for formal occasions.,137.84,USD,Outerwear,Jacket,Mango,Beige,XXL,Cotton,trendy,Summer,Unisex,Formal,https://placeholder.com/products/outerwear-397.jpg,Low Stock,4.8,28
SKU-00398,Zara Black Mini Dress,All-Season Mini Dress for men. Wool material with romantic style. Perfect for formal occasions.,127.66,USD,Dresses,Mini Dress,Zara,Black,M,Wool,romantic,All-Season,Men,Formal,https://placeholder.com/products/dresses-398.jpg,Low Stock,4.6,98
SKU-00399,Zara Pink Coat,Summer Coat for unisex. Silk material with oversized style. Perfect for casual occasions.,235.85,USD,Outerwear,Coat,Zara,Pink,XL,Silk,oversized,Summer,Unisex,Casual,https://placeholder.com/products/outerwear-399.jpg,In Stock,4.7,42
SKU-00400,Pull&Bear Blue Pants,All-Season Pants for women. Synthetic material with distressed style. Perfect for casual occasions.,68.8,USD,Bottoms,Pants,Pull&Bear,Blue,S,Synthetic,distressed,All-Season,Women,Casual,https://placeholder.com/products/bottoms-400.jpg,In Stock,3.1,20
SKU-00401,Adidas Red Parka,Fall Parka for unisex. Silk material with sporty style. Perfect for sports occasions.,181.54,USD,Outerwear,Parka,Adidas,Red,XS,Silk,sporty,Fall,Unisex,Sports,https://placeholder.com/products/outerwear-401.jpg,Low Stock,3.4,9
SKU-00402,Adidas Burgundy Heels,Summer Heels for unisex. Blend material with statement style. Perfect for sports occasions.,96.1,USD,Footwear,Heels,Adidas,Burgundy,XS,Blend,statement,Summer,Unisex,Sports,https://placeholder.com/products/footwear-402.jpg,Low Stock,4.5,48
SKU-00403,Mango White Blouse,Winter Blouse for women. Silk material with streetwear style. Perfect for formal occasions.,34.57,USD,Tops,Blouse,Mango,White,M,Silk,streetwear,Winter,Women,Formal,https://placeholder.com/products/tops-403.jpg,Out of Stock,4.9,19
